INDEX,HATE_SPEECH,COUNTER_NARRATIVE,TARGET,VERSION
308,"Immigrants are overrunning our country, and are here illegally","Undocumented immigrants make up about 3.5 percent of the nation’s total population, which is not that much to be honest.",MIGRANTS,V1
4198,Immigrants from the Middle East and Africa are not welcome in the UK! They have no place in a modern democratic state!,"Many immigrants from these countries have settled in the UK, and we are proud of our rich diversity. Why shouldn't they be part of our country?",MIGRANTS,V6_lab
2530,We don't need immigrants! There are plenty of them just waiting to replace us.,"If a 'replacement' was real, we'd have immigration levels in surplus for years already.",MIGRANTS,V5
2611,We cannot support the children of immigrants.,"Children benefit from our society, they are entitled to the best education possible. It's not right to criticise immigrants for trying to give the best possible education to their children.",MIGRANTS,V5
3921,"All the migrants in the world cannot replace the hard-working, native-born citizens of our country.","The UK has one of the highest number of workers in the world. Most are native, and the 17% are foreign born people. I have met so many hard-working migrants in our country. This is a country for all.",MIGRANTS,V6_kc
3098,refugees are violent,Refugees are a part of our society. We have welcomed many of them and they have made a big contribution to our country. We are very proud of our history. We are not going to forget that.,MIGRANTS,V6_sbf
3083,Migrants rape our girls and steal our cars.,"On the contrary, most migrants are contributing members of society. They are able and willing to work hard. Maybe you should look at the statistics.",MIGRANTS,V6_sbf
1298,We should deport them all back to where they came from.,"Immigrants come to this country legally, just as many European citizens do. They have every right to stay in this country, and to return home if they wish to.",MIGRANTS,V2
3379,Immigrants have no right to live in our country.,Their right to live here is guaranteed by our constitution and the European Convention on Human Rights.,MIGRANTS,V6_sbf
2016,Geez. Is there anything worse than migrants who just come here to settle down?,"In addition to providing labour and contributing to the local economy, migrants are often employing people who were previously on the dole.",MIGRANTS,V4
333,Immigrants are coming to the U.S. to have babies here.,"The Fourteenth Amendment, commonly known as “birthright citizenship” says that “All persons born or naturalized in the United States, and subject to the jurisdiction thereof, are citizens of the United States and of the state wherein they reside.” Some claim that undocumented immigrants come to the U.S. to take advantage of this right. Still, research consistently shows that the vast majority of immigrants come to the U.S. for economic opportunity or to flee violence and poverty. Immigration trends - consistently throughout history - show that immigration increases when the U.S. economy is booming and it decreases when the U.S. economy is doing less well, supporting the findings that people come for economic opportunity.",MIGRANTS,V1
3243,Social problems are due to refugees.,"Let's face it: problems are caused by the economic crisis, unemployment, and lack of education. We can only help ourselves by helping others.",MIGRANTS,V6_sbf
482,MIgrants are not running away from wars.,"International protection is not only recognized in the case of conflicts, but also violence, discrimination and other serious threats to life and liberty.",MIGRANTS,V1
4616,Non-european immigrants are untrustworthy.,All immigrants have the same rights and we have a responsibility not to violate them.,MIGRANTS,V6_mix
1039,Immigrants are a security risk to our country.,"Immigrants are American citizens, and welcome to our country. They have performed all types of roles in the American democratic system. This is true security and not hate speech.",MIGRANTS,V2
2152,"The migrants are all criminals, drunk and drug addicts.","Please stop writing things like that about migrants, they are not criminals. It is more accurate to say that they have a problem because they are hated in their new home.",MIGRANTS,V4
2146,We have been invaded by immigrants since the beginning. It's time for this to stop.,Our country was founded on the principles of equality and liberty. We can't allow racism to contradict that.,MIGRANTS,V4
652,There is an invasion on a level never seen before in history. Millions of people pouring across our borders replacing our race and culture.,"You know what? We need skilled migrants labour, because it helps economic growth and ultimately to preserve our culture that would otherwise collapse.",MIGRANTS,V1
2839,"Immigrants do not integrate, they are despicable and should be rejected.","We should be encouraging integration, not rejecting migrants who have been coming to our country for many years.",MIGRANTS,V5
3069,"Immigrants steal our jobs, they're not qualified, they're not interested in improving our lives, they're not interested in our culture.",How about we be nice to each other instead of spreading unfounded opinions as facts?,MIGRANTS,V6_sbf
3610,Migrants are nothing bu criminals who should not be part of our society.,"Our country is stronger when people are able to contribute to our society, and many migrants are eligible for legal status.",MIGRANTS,V6_kc
3371,Immigrants are criminals and they are taking over our country.,"Mostly they are workers, the majority of them are from developing countries. They contribute to the economy, they build houses, they raise families.",MIGRANTS,V6_sbf
